From;Entry;
ENSG00000159921;A0A7I2SU25;
ENSG00000185475;Q7Z7N9;
ENSG00000185475;G3V185;
ENSG00000185475;H0YEV1;
ENSG00000178397;Q7Z4H9;
ENSG00000178397;E9PQC6;
ENSG00000178397;E9PQY0;
ENSG00000133980;Q9H8Y1;
ENSG00000133980;G3V537;
ENSG00000173848;Q7Z628;
ENSG00000173848;Q5SQI6;
ENSG00000221978;Q96S94;
ENSG00000221978;C9J148;
ENSG00000221978;J3KRL1;
ENSG00000221978;J3QSH2;
ENSG00000167996;P02794;
ENSG00000167996;E9PK45;
ENSG00000167996;E9PKM5;
ENSG00000167996;E9PKY7;
ENSG00000167996;E9PPQ4;
ENSG00000167996;E9PQR3;
ENSG00000167996;E9PRK8;
ENSG00000167996;G3V192;
ENSG00000167996;G3V1D1;
ENSG00000268629;Q9BXU3;
ENSG00000105669;O14579;
ENSG00000105669;M0QXB4;
ENSG00000105669;M0R061;
ENSG00000143384;Q07820;
ENSG00000143384;A0A087WT64;
ENSG00000143384;A0A7I2V2W2;
ENSG00000083635;Q9UHK0;
ENSG00000274180;Q8N6N6;
ENSG00000146826;Q8WVR3;
ENSG00000146826;B3KNS5;
ENSG00000146826;C9JMZ9;
ENSG00000146826;E9PFF9;
ENSG00000146826;F8WFE0;
ENSG00000146826;H7C1F8;
ENSG00000183763;Q9BWF2;
ENSG00000183763;E7EN91;
ENSG00000183763;E7ETV1;
ENSG00000183763;E7EVC4;
ENSG00000183763;E7EW89;
ENSG00000122386;O95201;
ENSG00000122386;C9JEY6;
ENSG00000122386;C9JS60;
ENSG00000122386;I3L417;
ENSG00000172785;Q9BRT8;
ENSG00000172785;A0A087WTC0;
ENSG00000172785;A0A087WU37;
ENSG00000172785;A0A087WVU7;
ENSG00000172785;A0A087WWK6;
ENSG00000172785;A0A087WY70;
ENSG00000172785;A0A087WZQ3;
ENSG00000172785;A0A087X0Y9;
ENSG00000172785;A0A087X140;
ENSG00000172785;A0A087X1Y1;
ENSG00000172785;A0A0B4J1T6;
ENSG00000172785;F2Z2T4;
ENSG00000260287;Q6DHY5;
ENSG00000123427;Q96AZ1;
ENSG00000123427;F8VZI8;
ENSG00000123427;F8W226;
ENSG00000276180;P62805;
ENSG00000023608;Q16533;
ENSG00000083838;Q9NWS9;
ENSG00000083838;A0A0A0MR84;
ENSG00000083838;M0R034;
ENSG00000083838;M0R202;
ENSG00000180818;Q9NYD6;
ENSG00000180818;D6RAG4;
ENSG00000111215;Q16378;
ENSG00000111215;F5H178;
ENSG00000088280;Q8TDY4;
ENSG00000088280;E9PS98;
ENSG00000088280;H0YE36;
ENSG00000088280;H0YEB0;
ENSG00000088280;H0YER8;
ENSG00000088280;V9GY49;
ENSG00000182872;P98175;
ENSG00000187595;A0A3B3IS60;
ENSG00000187595;A0A3B3ITE2;
ENSG00000187595;A0A8I5KWL9;
ENSG00000187595;C9J6X6;
ENSG00000070476;Q2QGD7;
ENSG00000070476;H0YAA9;
ENSG00000100336;Q9BPW4;
ENSG00000100336;B1AHJ0;
ENSG00000100336;B1AHJ2;
ENSG00000100336;E9PS31;
ENSG00000100336;F5H1P9;
ENSG00000100336;Q9BRG6;
ENSG00000101049;Q9HBY8;
ENSG00000101049;A0A0G2JNI2;
ENSG00000101049;A0A3B3IRL0;
ENSG00000101049;A0A3B3IRX6;
ENSG00000101049;A0A3B3IT40;
ENSG00000101049;A0A3B3IUG0;
ENSG00000101049;F2Z3C8;
ENSG00000101049;Q5H8Y5;
ENSG00000101049;X6R8H3;
ENSG00000183092;Q9BUH8;
ENSG00000183092;A0A1B0GTT1;
ENSG00000183092;A0A1B0GVM0;
ENSG00000183092;G3V2K4;
ENSG00000183092;G3V3A2;
ENSG00000183092;G3V3R5;
ENSG00000183092;G3V3S3;
ENSG00000183092;G3V536;
ENSG00000138376;Q99728;
ENSG00000138376;A0A087WZ19;
ENSG00000138376;A0A087X0C6;
ENSG00000138376;A0A087X2H0;
ENSG00000138376;A0A494C142;
ENSG00000138376;C9IYG1;
ENSG00000138376;C9J6M1;
ENSG00000138376;F6MDI1;
ENSG00000138376;F8WCG2;
ENSG00000159214;Q8N4L8;
ENSG00000159214;V9GY72;
ENSG00000159214;V9GYB9;
ENSG00000159214;V9GYE2;
ENSG00000159214;V9GYM6;
ENSG00000172939;O95747;
ENSG00000172939;C9JIG9;
ENSG00000172939;F8WBK9;
ENSG00000136867;O15432;
ENSG00000136867;F2Z3D2;
ENSG00000185177;Q96JC4;
ENSG00000196214;Q5HY98;
ENSG00000196214;A0A0B4J2B2;
ENSG00000196214;G3XAE0;
ENSG00000196214;M0QXI4;
ENSG00000196214;M0R139;
ENSG00000196214;M0R1P9;
ENSG00000196214;M0R2P3;
ENSG00000196214;M0R2R1;
ENSG00000138684;Q9HBE4;
ENSG00000189334;Q9HCY8;
ENSG00000205085;Q6NXP2;
ENSG00000205085;A0A804HIQ6;
ENSG00000205085;A0A804HJ82;
ENSG00000205085;A0A804HJA3;
ENSG00000205085;A0A804HKS5;
ENSG00000205085;A0A804HLI1;
ENSG00000205085;C9K0C0;
ENSG00000143549;P06753;
ENSG00000143549;A0A087WWU8;
ENSG00000143549;A0A2R2Y2Q3;
ENSG00000143549;A0A494C034;
ENSG00000143549;A0A494C0G0;
ENSG00000143549;A0A494C0P6;
ENSG00000143549;D6R904;
ENSG00000143549;D6RGJ6;
ENSG00000143549;J3KN67;
ENSG00000143549;Q5VU61;
ENSG00000165704;P00492;
ENSG00000164816;Q01523;
ENSG00000170486;Q14CN4;
ENSG00000170486;H0YHD9;
ENSG00000170486;H0YIG3;
ENSG00000153237;Q8NFR7;
ENSG00000153237;B8ZZV3;
ENSG00000153237;F8WBK8;
ENSG00000153237;F8WC92;
ENSG00000153237;F8WCV9;
ENSG00000153237;F8WCW7;
ENSG00000186207;Q5TCM9;
ENSG00000167106;Q5T9C2;
ENSG00000130818;Q9BUY5;
ENSG00000130818;A0A1B0GUG0;
ENSG00000130818;K7EME3;
ENSG00000130818;K7ER43;
ENSG00000125735;O43557;
ENSG00000176148;Q9NUJ3;
ENSG00000176148;E9PJ55;
ENSG00000176148;E9PMB0;
ENSG00000176148;E9PP52;
ENSG00000176148;E9PS88;
ENSG00000176148;H0YES4;
ENSG00000176148;R4GNF5;
ENSG00000135404;P08962;
ENSG00000135404;F8VNT9;
ENSG00000135404;F8VV56;
ENSG00000135404;F8VWK8;
ENSG00000135404;F8VX62;
ENSG00000135404;F8W022;
ENSG00000165630;Q99633;
ENSG00000165630;M0QXG2;
ENSG00000165630;M0QXX3;
ENSG00000165630;M0R3G1;
ENSG00000165630;Q5T9P7;
ENSG00000165630;Q5T9P8;
ENSG00000161249;Q6E0U4;
ENSG00000161249;A3EZ84;
ENSG00000161249;C9IYI1;
ENSG00000161249;C9J186;
ENSG00000161249;C9J3V3;
ENSG00000161249;C9JCN1;
ENSG00000161249;E7EMS7;
ENSG00000161249;E9PAQ7;
ENSG00000161249;H7BZ95;
ENSG00000161249;M0QZU6;
ENSG00000161249;M0R0A5;
ENSG00000161249;M0R0W2;
ENSG00000161249;M0R1M0;
ENSG00000161249;M0R265;
ENSG00000161249;M0R3F8;
ENSG00000161249;R4GMQ0;
ENSG00000161249;S4R2X7;
ENSG00000161249;S4R3L7;
ENSG00000161249;S4R427;
ENSG00000152465;O60551;
ENSG00000152465;Q5VUC6;
ENSG00000145191;Q13144;
ENSG00000145191;A0A3B3IRP4;
ENSG00000145191;A0A3B3IS56;
ENSG00000145191;A0A3B3ISA5;
ENSG00000145191;A0A3B3ISI2;
ENSG00000145191;A0A3B3ISM8;
ENSG00000145191;A0A3B3ISS1;
ENSG00000145191;A0A3B3IST9;
ENSG00000145191;A0A3B3ISV1;
ENSG00000145191;A0A3B3ISX3;
ENSG00000145191;A0A3B3IT53;
ENSG00000145191;A0A3B3ITG6;
ENSG00000145191;A0A3B3ITK8;
ENSG00000145191;A0A3B3ITQ2;
ENSG00000145191;A0A3B3IUB1;
ENSG00000145191;A0A3B3IUF2;
ENSG00000145191;C9JRD9;
ENSG00000145191;H7C2X0;
ENSG00000151176;Q8NHP8;
ENSG00000151176;H0YIX0;
ENSG00000145817;Q969M3;
ENSG00000145817;E5RGR9;
ENSG00000145817;E5RHH4;
ENSG00000057019;Q96PD2;
ENSG00000057019;C9JIW6;
ENSG00000169087;Q96EW2;
ENSG00000092295;P22735;
ENSG00000092295;A0A0G2JL93;
ENSG00000092295;H0YKI6;
ENSG00000092295;H0YLJ6;
ENSG00000092295;H0YLT9;
ENSG00000092295;H0YMQ8;
ENSG00000092295;H0YN27;
ENSG00000092295;H0YNM4;
ENSG00000136463;Q9BSH4;
ENSG00000136463;A0A804HJB7;
ENSG00000076053;Q9Y580;
ENSG00000076053;F5GXV8;
ENSG00000076053;F5GY08;
ENSG00000076053;F5H606;
ENSG00000076053;F5H674;
ENSG00000076053;G3V1T9;
ENSG00000076053;J3KPD3;
ENSG00000130037;P22460;
ENSG00000135472;Q9BWQ8;
ENSG00000135472;A0A0A0MTP9;
ENSG00000135472;F8VV65;
ENSG00000135472;F8VZI9;
ENSG00000135472;F8W1L3;
ENSG00000135472;H0YIR3;
ENSG00000130540;Q9BR01;
ENSG00000130540;F8WE22;
ENSG00000122304;P04554;
ENSG00000102317;P98179;
ENSG00000102317;Q9H5V0;
ENSG00000002549;P28838;
ENSG00000002549;H0Y9Q1;
ENSG00000114423;Q13191;
ENSG00000114423;A0A2R8Y582;
ENSG00000114423;A0A2R8Y5E1;
ENSG00000114423;A0A2R8Y7I2;
ENSG00000114423;A0A2R8Y875;
ENSG00000114423;A0A2R8Y8D8;
ENSG00000114423;A0A2R8YDW4;
ENSG00000114423;A0A2R8YFD4;
ENSG00000114423;C9JRB3;
ENSG00000114423;C9JU85;
ENSG00000114423;C9K048;
ENSG00000104313;Q99502;
ENSG00000104313;A0A2R8Y6K4;
ENSG00000104313;A0A2R8YET7;
ENSG00000104313;A0A2R8YF73;
ENSG00000104313;A0A2R8YFS6;
ENSG00000104313;A0A2R8YGM9;
ENSG00000104313;A6NCB9;
ENSG00000104313;E5RHZ7;
ENSG00000104313;E5RIQ7;
ENSG00000104313;E7EQM5;
ENSG00000104313;F8WB53;
ENSG00000174943;Q8WZ19;
ENSG00000174943;A0A3B3IS35;
ENSG00000174943;A0A3B3IS45;
ENSG00000174943;H3BM90;
ENSG00000174943;I3L108;
ENSG00000174943;I3L1U2;
ENSG00000174943;I3L3K4;
ENSG00000143756;Q9NVF7;
ENSG00000143756;B4E0H5;
ENSG00000167703;Q8N370;
ENSG00000167703;I3L3E3;
ENSG00000167703;I3L4J2;
ENSG00000167703;I3L4V3;
ENSG00000166446;Q8N8U2;
ENSG00000166446;A0A0B4J291;
ENSG00000185085;Q6P9B9;
ENSG00000139974;Q8IZM9;
ENSG00000139974;A0A087WZP5;
ENSG00000139974;A0A0C4DG39;
ENSG00000139974;A0A8V8TRG7;
ENSG00000139974;E9PM79;
ENSG00000139974;E9PMA3;
ENSG00000139974;G3V3H5;
ENSG00000139974;H0YDY0;
ENSG00000139974;H0YE10;
ENSG00000139974;H0YEH3;
ENSG00000139974;H0YF42;
ENSG00000139974;H0YJ85;
ENSG00000139974;H0YJG2;
ENSG00000139974;H0YJU1;
ENSG00000136944;O60663;
ENSG00000179639;P12319;
ENSG00000179639;E9PRN1;
ENSG00000169740;P17041;
ENSG00000213809;P26718;
ENSG00000213809;Q8WZ67;
ENSG00000131773;O75525;
ENSG00000131773;A0A994J4I6;
ENSG00000131773;A0A994J7I5;
ENSG00000131773;E5RG12;
ENSG00000131773;E5RHD3;
ENSG00000131773;E5RJZ9;
ENSG00000131773;H0YAQ1;
ENSG00000131773;H0YAQ3;
ENSG00000131773;H0YB45;
ENSG00000131381;Q9H1K0;
ENSG00000131381;C9JZZ1;
ENSG00000131381;D6RD50;
ENSG00000131381;F8WE50;
ENSG00000131381;H7C204;
ENSG00000205944;Q13117;
ENSG00000205944;E9PBY2;
ENSG00000169744;O43679;
ENSG00000169744;D6RAT1;
ENSG00000169744;E7EX95;
ENSG00000169744;E9PFI4;
ENSG00000169744;E9PGU0;
ENSG00000169744;G5E9Y7;
ENSG00000169744;H0YA09;
ENSG00000137822;Q9UGJ1;
ENSG00000137822;H3BN56;
ENSG00000137822;H3BNL9;
ENSG00000137822;H3BPU4;
ENSG00000137822;H3BQ12;
ENSG00000137822;H3BQY4;
ENSG00000137822;H3BS59;
ENSG00000165188;Q96D59;
ENSG00000105202;P22087;
ENSG00000105202;M0QXC9;
ENSG00000105202;M0QXL5;
ENSG00000105202;M0R0P1;
ENSG00000105202;M0R1H0;
ENSG00000105202;M0R299;
ENSG00000105202;M0R2B0;
ENSG00000105202;M0R2Q4;
ENSG00000105202;M0R2U2;
ENSG00000177076;Q5QJU3;
ENSG00000182255;P22459;
ENSG00000150281;Q16619;
ENSG00000140688;Q96GQ5;
ENSG00000140688;H3BR29;
ENSG00000140688;H3BS97;
ENSG00000140688;H3BSM7;
ENSG00000140688;H3BTA0;
ENSG00000140688;I3L2V0;
ENSG00000160789;P02545;
ENSG00000160789;A0A6Q8PF59;
ENSG00000160789;A0A6Q8PF80;
ENSG00000160789;A0A6Q8PFF5;
ENSG00000160789;A0A6Q8PFJ0;
ENSG00000160789;A0A6Q8PFM1;
ENSG00000160789;A0A6Q8PGH0;
ENSG00000160789;A0A6Q8PHQ9;
ENSG00000160789;A0A804HL68;
ENSG00000160789;D6RB20;
ENSG00000160789;H0YAB0;
ENSG00000160789;Q3BDU5;
ENSG00000160789;Q5TCI8;
ENSG00000181192;Q96HY7;
ENSG00000181192;C9JWN1;
ENSG00000181192;H7C149;
ENSG00000181192;H7C1J3;
ENSG00000035664;Q9UIK4;
ENSG00000035664;H0YKW8;
ENSG00000035664;H0YL86;
ENSG00000035664;H0YLP5;
ENSG00000035664;H0YMK1;
ENSG00000121380;Q9BZR8;
ENSG00000121380;C9J3S1;
ENSG00000121380;C9K0Q9;
ENSG00000121380;K7EKK7;
ENSG00000121380;K7EMX4;
ENSG00000105419;Q99687;
ENSG00000105419;H0YLL0;
ENSG00000105419;H0YMV2;
ENSG00000105419;H0YNA8;
ENSG00000105419;H3BLU4;
ENSG00000105419;U3KQJ9;
ENSG00000105419;U3KQV2;
ENSG00000262576;Q9Y5G9;
ENSG00000178741;P20674;
ENSG00000178741;H3BNX8;
ENSG00000178741;H3BRI0;
ENSG00000178741;H3BRM5;
ENSG00000178741;H3BV69;
ENSG00000107882;Q9UMX1;
ENSG00000127314;P61224;
ENSG00000127314;B7ZB78;
ENSG00000127314;E7ESV4;
ENSG00000127314;F5GWU8;
ENSG00000127314;F5GX62;
ENSG00000127314;F5GYB5;
ENSG00000127314;F5GYH7;
ENSG00000127314;F5GZG1;
ENSG00000127314;F5H004;
ENSG00000127314;F5H077;
ENSG00000127314;F5H0B7;
ENSG00000127314;F5H0S2;
ENSG00000127314;F5H491;
ENSG00000127314;F5H4H0;
ENSG00000127314;F5H500;
ENSG00000127314;F5H6R7;
ENSG00000127314;F5H7Y6;
ENSG00000127314;F5H823;
ENSG00000127314;F8WBC0;
ENSG00000031823;Q9H6Z4;
ENSG00000031823;B7Z7F3;
ENSG00000031823;K7EID7;
ENSG00000031823;K7EIJ4;
ENSG00000031823;K7EJ17;
ENSG00000031823;K7EMH9;
ENSG00000031823;K7EMT3;
ENSG00000031823;K7EN31;
ENSG00000031823;K7ENB9;
ENSG00000031823;K7ENJ2;
ENSG00000031823;K7EPW1;
ENSG00000031823;K7EQB8;
ENSG00000031823;K7ERD4;
ENSG00000031823;K7ESQ0;
ENSG00000163792;Q7RTU1;
ENSG00000183640;Q8IUC2;
ENSG00000077800;O75344;
ENSG00000077800;A0A3B3IST2;
ENSG00000077800;C9JM01;
ENSG00000077800;F8WD36;
ENSG00000077800;F8WD38;
ENSG00000174059;P28906;
ENSG00000174059;Q5JTA5;
ENSG00000178896;Q9NPD3;
ENSG00000178896;E9PI41;
ENSG00000178896;E9PPI9;
ENSG00000126226;Q5JVF3;
ENSG00000011243;Q9ULX6;
ENSG00000011243;A0A7P0T847;
ENSG00000011243;A0A7P0T8N3;
ENSG00000011243;A0A7P0T9N5;
ENSG00000011243;A0A7P0TAD3;
ENSG00000011243;A0A7P0TAE3;
ENSG00000011243;A0A7P0TAJ5;
ENSG00000011243;A0A7P0TBP0;
ENSG00000011243;M0QYT7;
ENSG00000011243;M0R008;
ENSG00000011243;M0R010;
ENSG00000011243;M0R1L5;
ENSG00000011243;M0R1Y5;
ENSG00000011243;V9GZ50;
ENSG00000143569;Q14157;
ENSG00000143569;F8W726;
ENSG00000143569;H0Y5H6;
ENSG00000143569;H7C2T8;
ENSG00000143569;Q5VU77;
ENSG00000143569;Q5VU78;
ENSG00000143569;Q5VU79;
ENSG00000143569;Q5VU80;
ENSG00000143569;Q5VU81;
ENSG00000183621;Q7Z4V0;
ENSG00000183621;Q5T427;
ENSG00000183621;V9GYJ1;
ENSG00000161911;Q86YW5;
ENSG00000164024;P53582;
ENSG00000164024;D6RF24;
ENSG00000164024;H0Y903;
ENSG00000164024;H0Y955;
ENSG00000164024;H0Y9L0;
ENSG00000164024;H0YAI3;
ENSG00000119541;O75351;
ENSG00000119541;K7EKZ3;
ENSG00000119541;K7EL71;
ENSG00000121905;P84074;
ENSG00000145920;Q6PUV4;
ENSG00000145920;D6R960;
ENSG00000145920;D6RBA5;
ENSG00000145920;D6RDN3;
ENSG00000145920;D6RGY3;
ENSG00000145920;D6RI05;
ENSG00000100983;P48637;
ENSG00000100983;A0A0S2Z4J7;
ENSG00000100983;A0A2R8Y2F2;
ENSG00000100983;A0A2R8Y2X9;
ENSG00000100983;A0A2R8Y430;
ENSG00000100983;A0A2R8Y446;
ENSG00000100983;A0A2R8Y4V9;
ENSG00000100983;A0A2R8Y5T7;
ENSG00000100983;A0A2R8Y6Q7;
ENSG00000100983;A0A2R8Y6Y6;
ENSG00000100983;A0A2R8Y790;
ENSG00000100983;A0A2R8Y7I7;
ENSG00000100983;A0A2R8YF34;
ENSG00000181704;Q96EC8;
ENSG00000181704;B1AV70;
ENSG00000166192;Q96LD8;
ENSG00000166192;H3BS71;
ENSG00000166192;H3BTJ8;
ENSG00000166192;H3BTK5;
ENSG00000171456;Q8IXJ9;
ENSG00000171456;A0A087WWN0;
ENSG00000171456;A0A2R8Y4U9;
ENSG00000171456;A0A2R8Y5U1;
ENSG00000171456;A0A2R8Y627;
ENSG00000171456;A0A2R8Y6F0;
ENSG00000171456;A0A2R8Y6V0;
ENSG00000171456;A0A494C1R1;
ENSG00000171456;H0YJC9;
ENSG00000171456;Q498B9;
ENSG00000171456;Q5JWS8;
ENSG00000171456;Q6P1M8;
ENSG00000171456;Q76L82;
ENSG00000125903;Q9H1M3;
ENSG00000183309;O75123;
ENSG00000170412;Q9NQ84;
ENSG00000170412;A0A0C4DFY5;
ENSG00000170412;A8MXZ4;
ENSG00000170412;J3KSD6;
ENSG00000170412;J3KTP8;
ENSG00000170412;J3QQN3;
ENSG00000170412;J9JIE0;
ENSG00000170412;Q9BSP0;
ENSG00000077585;O60478;
ENSG00000077585;H0Y509;
ENSG00000077585;Q5TAF0;
ENSG00000158062;Q5T124;
ENSG00000158062;Q5T118;
ENSG00000158062;Q5T130;
ENSG00000158062;X6R8K8;
ENSG00000158062;X6R8M6;
ENSG00000158062;X6RDK7;
ENSG00000158062;X6RDY0;
ENSG00000158062;X6RIY5;
ENSG00000129152;P15172;
ENSG00000082556;P41145;
ENSG00000082556;A0A5F9ZI09;
ENSG00000082556;E5RJI5;
ENSG00000198839;Q9NRM2;
ENSG00000198839;C9J3B6;
ENSG00000198839;C9JH62;
ENSG00000198839;E7EW13;
ENSG00000198839;F8WBE4;
ENSG00000198839;G5E9M4;
ENSG00000198839;H7C460;
ENSG00000166140;Q96K21;
ENSG00000166140;H3BN64;
ENSG00000166140;H3BP54;
ENSG00000166140;H3BRF9;
ENSG00000166140;H3BRM1;
ENSG00000166140;H3BS07;
ENSG00000166140;H3BSF5;
ENSG00000166140;H3BUW6;
ENSG00000166140;H3BVF5;
ENSG00000102967;Q02127;
ENSG00000102967;I3L449;
ENSG00000102967;I3NI32;
ENSG00000102967;J3QRJ4;
ENSG00000102967;J3QRQ3;
ENSG00000240583;P29972;
ENSG00000240583;A0A494C115;
ENSG00000240583;A0A494C1U4;
ENSG00000114268;Q16877;
ENSG00000114268;C9JJ23;
ENSG00000114268;C9JX77;
ENSG00000114268;C9K0D8;
ENSG00000114268;F8WC12;
ENSG00000114268;F8WDY1;
ENSG00000114268;Q66S35;
ENSG00000161692;Q8NFT6;
ENSG00000161692;B4E099;
ENSG00000103150;O95822;
ENSG00000103150;A0A087X1B8;
ENSG00000103150;V9GY18;
ENSG00000103150;V9GYW3;
ENSG00000205670;P58511;
ENSG00000205670;A0A8C8KJI4;
ENSG00000181467;P61225;
ENSG00000160862;P25311;
ENSG00000160862;C9JEV0;
ENSG00000160862;H7BZJ8;
ENSG00000168703;Q8WWY7;
ENSG00000050748;P45984;
ENSG00000050748;D7R525;
ENSG00000050748;D7R528;
ENSG00000050748;E5RJ57;
ENSG00000050748;J3KNK1;
ENSG00000171401;P13646;
ENSG00000171401;K7EMD9;
ENSG00000171401;K7EMJ2;
ENSG00000171401;K7EQH6;
ENSG00000171401;K7ERE3;
ENSG00000163202;Q9BYE3;
ENSG00000064995;Q15544;
ENSG00000064995;A0A3B3ITY8;
ENSG00000064995;A0A8I5KXB1;
ENSG00000064995;A0A8I5KXE9;
ENSG00000064995;A0A8I5QJJ3;
ENSG00000124191;Q96NM4;
ENSG00000124191;Q5JYD4;
ENSG00000106511;P50222;
ENSG00000204220;O15212;
ENSG00000204220;A2AB88;
ENSG00000108381;P45381;
ENSG00000108381;I3L0T3;
ENSG00000108381;I3L4M0;
ENSG00000181786;Q8TC94;
ENSG00000148481;Q9H8M7;
ENSG00000148481;X6R9S5;
ENSG00000148481;X6RC30;
ENSG00000148481;X6RC97;
ENSG00000197472;Q8IW36;
ENSG00000197472;F2Z3A3;
ENSG00000197472;F6W2C3;
ENSG00000144712;O75155;
ENSG00000144712;A0A3B3ISC4;
ENSG00000144712;F8WBB8;
ENSG00000168118;P20338;
ENSG00000168118;A0A087WYT5;
ENSG00000105717;Q9BYU1;
ENSG00000105717;H0YL59;
ENSG00000170482;Q9UHI7;
ENSG00000170482;H0Y902;
ENSG00000170482;H0YAJ1;
ENSG00000173641;Q9UBY9;
ENSG00000173641;C9J5A3;
ENSG00000173641;D3YTC6;
ENSG00000173641;Q68DG0;
ENSG00000173641;Q8N241;
ENSG00000099365;P61266;
ENSG00000171446;Q7Z3Y8;
ENSG00000230989;O75506;
ENSG00000230989;A0A8I5KTJ3;
ENSG00000230989;A0A8I5KYC9;
ENSG00000128309;P25325;
ENSG00000128309;B1AH49;
ENSG00000204619;O60927;
ENSG00000204619;Q5SRK2;
ENSG00000137168;Q9Y3C6;
ENSG00000204381;Q6UX15;
ENSG00000204381;A0A0D9SFG0;
ENSG00000204381;E9PK64;
ENSG00000204381;E9PMI0;
ENSG00000204381;E9PQU7;
ENSG00000204381;E9PQY8;
ENSG00000204381;E9PR90;
ENSG00000133028;O75880;
ENSG00000133028;J3QL56;
ENSG00000133028;J3QR42;
ENSG00000136100;Q86VN1;
ENSG00000136100;A0A3B3ISW7;
ENSG00000166037;Q86XR8;
ENSG00000166037;F5GXS6;
ENSG00000166037;F5GYW0;
ENSG00000166037;F5GZ93;
ENSG00000166037;F5H0C6;
ENSG00000166037;F5H1B0;
ENSG00000166037;F5H6R3;
ENSG00000166037;F5H7J4;
ENSG00000166037;H0YFT8;
ENSG00000166037;H0YGT4;
ENSG00000159592;Q9HC44;
ENSG00000185880;Q86WT6;
ENSG00000185880;H0YKB8;
ENSG00000185880;H0YL66;
ENSG00000133134;Q9BXY8;
ENSG00000133134;X6RDN0;
ENSG00000164663;Q70CQ1;
ENSG00000164663;A6PVU3;
ENSG00000164663;H7BZI7;
ENSG00000164663;Q5T3E1;
ENSG00000132481;Q96LD4;
ENSG00000132481;A0A0M3HER3;
ENSG00000132481;K7EJ63;
ENSG00000132481;K7EQ30;
ENSG00000204580;Q08345;
ENSG00000204580;A0A0A0MSX3;
ENSG00000204580;A2ABL0;
ENSG00000204580;A2ABL2;
ENSG00000204580;A2ABM8;
ENSG00000204580;D6R9C4;
ENSG00000204580;D6RAJ3;
ENSG00000204580;D6RB35;
ENSG00000204580;D6RB82;
ENSG00000204580;D6RBU7;
ENSG00000204580;D6RGW5;
ENSG00000204580;E7EN94;
ENSG00000204580;E7ENJ2;
ENSG00000204580;E7EPH4;
ENSG00000204580;E7EPN2;
ENSG00000204580;E7EQ23;
ENSG00000204580;E7EQ30;
ENSG00000204580;E7ERI6;
ENSG00000204580;E7ERN0;
ENSG00000204580;E7ES06;
ENSG00000204580;E7ESR9;
ENSG00000204580;E7ETI3;
ENSG00000204580;E7ETX3;
ENSG00000204580;E7EUD5;
ENSG00000204580;E7EUP7;
ENSG00000204580;E7EVT1;
ENSG00000204580;E7EVW6;
ENSG00000204580;E7EX99;
ENSG00000204580;E7EXB0;
ENSG00000204580;H0Y717;
ENSG00000204580;H0Y9F4;
ENSG00000204580;H0YAH6;
ENSG00000124762;P38936;
ENSG00000171777;Q8TDF6;
ENSG00000171777;C0LTP6;
ENSG00000165655;Q96F45;
ENSG00000157538;O14972;
ENSG00000157538;A8MTY9;
ENSG00000157538;A8MY26;
ENSG00000100603;Q13573;
ENSG00000100603;G3V3A4;
ENSG00000100603;G3V4E0;
ENSG00000100603;G3V4X8;
ENSG00000100603;G3V5R3;
ENSG00000197721;Q2VPA4;
ENSG00000197721;A0A0C4DGF5;
ENSG00000111846;Q8N0V5;
ENSG00000111846;B7ZBL3;
ENSG00000112599;Q9UMX6;
ENSG00000103064;Q92536;
ENSG00000103064;E7EPZ8;
ENSG00000103064;H3BNF5;
ENSG00000103064;H3BPK5;
ENSG00000103064;H3BPV6;
ENSG00000103064;H3BRZ8;
ENSG00000103064;H3BSB6;
ENSG00000103064;H3BSV7;
ENSG00000103064;H3BUA4;
ENSG00000103064;H3BUR2;
ENSG00000103064;J3QL60;
ENSG00000082512;O00463;
ENSG00000198001;Q9NWZ3;
ENSG00000198001;A0A8Q3SIT8;
ENSG00000198001;A0A8Q3SIY0;
ENSG00000198001;F8VR40;
ENSG00000198001;F8VVZ1;
ENSG00000198001;F8VW24;
ENSG00000167987;A5D8V6;
ENSG00000167987;F5H4Q5;
ENSG00000178988;Q96HT8;
ENSG00000178974;Q9NWN3;
ENSG00000178974;G3V2U9;
ENSG00000176194;O60543;
ENSG00000176194;E5RJ03;
ENSG00000097021;O00154;
ENSG00000097021;K7EKP8;
ENSG00000087495;Q96KR7;
ENSG00000087495;A0A5F9ZHM5;
ENSG00000087495;F6RP66;
ENSG00000116350;Q08170;
ENSG00000116350;A0A0D9SEM4;
ENSG00000116350;S4R2X6;
ENSG00000241258;O75575;
ENSG00000241258;H7BY40;
ENSG00000171872;Q5JT82;
ENSG00000171872;A0A0U1RR65;
ENSG00000167780;O75908;
ENSG00000167780;F8VPE9;
ENSG00000160199;P55347;
ENSG00000160199;E7EPN6;
ENSG00000160199;H0YM69;
ENSG00000138587;Q8NEH6;
ENSG00000154114;Q5QJ74;
ENSG00000154114;B3KNB6;
ENSG00000154114;E9PNS0;
ENSG00000154114;E9PP54;
ENSG00000154114;G3V147;
ENSG00000196150;P15622;
ENSG00000196150;E9PJU7;
ENSG00000196150;E9PKP2;
ENSG00000196150;E9PL28;
ENSG00000196150;E9PPG5;
ENSG00000196150;E9PQX5;
ENSG00000196150;F6RA56;
ENSG00000196150;Q3B7J8;
ENSG00000115592;Q9UGI9;
ENSG00000115592;B4DUK8;
